Name,Authors,Publication Info,Year,URL
"Explainable AI: A brief survey on history, research areas, approaches and challenges","F Xu, H Uszkoreit, Y Du, W Fan, D Zhao…",… language processing and … - Springer,2019,https://www.researchgate.net/profile/Feiyu-Xu/publication/336131051_Explainable_AI_A_Brief_Survey_on_History_Research_Areas_Approaches_and_Challenges/links/5e2b496f92851c3aadd7bf08/Explainable-AI-A-Brief-Survey-on-History-Research-Areas-Approaches-and-Challenges.pdf
Metrics for explainable AI: Challenges and prospects,"RR Hoffman, ST Mueller, G Klein, J Litman",arXiv preprint arXiv … - arxiv.org,2018,https://arxiv.org/pdf/1812.04608
Explainable AI: the new 42?,"R Goebel, A Chander, K Holzinger, F Lecue…",… -domain conference for … - Springer,2018,https://inria.hal.science/hal-01934928/file/cdMake18-XAI-Lecue-et-al.pdf
"Explainable AI (XAI): Core ideas, techniques, and solutions","R Dwivedi, D Dave, H Naik, S Singhal, R Omer…",ACM Computing … - dl.acm.org,2023,https://orca.cardiff.ac.uk/id/eprint/152361/1/3561048.pdf
Explainable AI in industry,"K Gade, SC Geyik, K Kenthapadi, V Mithal…",Proceedings of the 25th … - dl.acm.org,2019,
What does explainable AI really mean? A new conceptualization of perspectives,"D Doran, S Schulz, TR Besold",arXiv preprint arXiv:1710.00794 - arxiv.org,2017,https://arxiv.org/pdf/1710.00794.pdf)
Explainable AI methods-a brief overview,"A Holzinger, A Saranti, C Molnar, P Biecek…",… extending explainable AI … - Springer,2022,https://link.springer.com/content/pdf/10.1007/978-3-031-04083-2_2.pdf
From machine learning to explainable AI,A Holzinger,2018 world symposium on digital intelligence for … - ieeexplore.ieee.org,2018,https://graz.elsevierpure.com/files/21670850/HOLZINGER_2018_IEEE_DISA_08490530.pdf
What do we need to build explainable AI systems for the medical domain?,"A Holzinger, C Biemann, CS Pattichis…",arXiv preprint arXiv … - arxiv.org,2017,https://arxiv.org/pdf/1712.09923
Explainable AI: current status and future directions,"P Gohel, P Singh, M Mohanty",arXiv preprint arXiv:2107.07045 - arxiv.org,2021,https://arxiv.org/pdf/2107.07045
Survey of explainable AI techniques in healthcare,"A Chaddad, J Peng, J Xu, A Bouridane",Sensors - mdpi.com,2023,https://www.mdpi.com/1424-8220/23/2/634/pdf
From local explanations to global understanding with explainable AI for trees,"SM Lundberg, G Erion, H Chen, A DeGrave…",Nature machine … - nature.com,2020,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326367/
Explaining explanation for “explainable AI”,"RR Hoffman, G Klein…",Proceedings of the human … - journals.sagepub.com,2018,https://www.researchgate.net/profile/Shane-Mueller-2/publication/327863780_Explaining_Explanation_For_Explainable_Ai/links/5bbe428e45851572315ebddc/Explaining-Explanation-For-Explainable-Ai.pdf
Can we do better explanations? A proposal of user-centered explainable AI,Unknown,Unknown,Unknown,https://openaccess.uoc.edu/bitstream/10609/99643/1/explainable_AI.pdf
Explainable AI (XAI): A systematic meta-survey of current challenges and future opportunities,"W Saeed, C Omlin",Knowledge-Based Systems - Elsevier,2023,https://www.sciencedirect.com/science/article/pii/S0950705123000230
Explainable artificial intelligence: an analytical review,"PP Angelov, EA Soares, R Jiang…",… : Data Mining and … - Wiley Online Library,2021,https://wires.onlinelibrary.wiley.com/doi/pdf/10.1002/widm.1424
Stakeholders in explainable AI,"A Preece, D Harborne, D Braines, R Tomsett…",arXiv preprint arXiv … - arxiv.org,2018,https://arxiv.org/pdf/1810.00184
Explainable ai: A review of machine learning interpretability methods,"P Linardatos, V Papastefanopoulos, S Kotsiantis",Entropy - mdpi.com,2020,https://www.mdpi.com/1099-4300/23/1/18/pdf
"Explainable Artificial Intelligence (XAI): Concepts, taxonomies, opportunities and challenges toward responsible AI","AB Arrieta, N Díaz-Rodríguez, J Del Ser, A Bennetot…",Information fusion - Elsevier,2020,https://arxiv.org/pdf/1910.10045
XAI—Explainable artificial intelligence,"D Gunning, M Stefik, J Choi, T Miller, S Stumpf…",Science robotics - science.org,2019,https://openaccess.city.ac.uk/id/eprint/23405/8/aay7120_article_nearly%20final.pdf
Towards trustable explainable AI,A Ignatiev,… Joint Conference on Artificial Intelligence-Pacific … - research.monash.edu,2020,https://research.monash.edu/files/326289433/321585627_oa.pdf
Towards explainable artificial intelligence,"W Samek, KR Müller","Explainable AI: interpreting, explaining and … - Springer",2019,https://arxiv.org/pdf/1909.12072
Explainable AI for trees: From local explanations to global understanding,"SM Lundberg, G Erion, H Chen, A DeGrave…",arXiv preprint arXiv … - arxiv.org,2019,https://arxiv.org/pdf/1905.04610.pdf?trk=public_post_comment-text
A practical tutorial on explainable AI techniques,"A Bennetot, I Donadello, A El Qadi El Haouari…",ACM Computing … - dl.acm.org,2021,https://dl.acm.org/doi/pdf/10.1145/3670685
Explainable artificial intelligence: A survey,"FK Došilović, M Brčić, N Hlupić",2018 41st International … - ieeexplore.ieee.org,2018,https://www.researchgate.net/profile/Mario-Brcic/publication/325398586_Explainable_Artificial_Intelligence_A_Survey/links/5b0bec90a6fdcc8c2534d673/Explainable-Artificial-Intelligence-A-Survey.pdf
Explainable ai (ex-ai),A Holzinger,Informatik-Spektrum - Springer,2018,https://link.springer.com/content/pdf/10.1007/s00287-018-1102-5.pdf
A historical perspective of explainable Artificial Intelligence,"R Confalonieri, L Coba, B Wagner…",… Reviews: Data Mining … - Wiley Online Library,2021,https://wires.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/widm.1391
The who in explainable ai: How ai background shapes perceptions of ai explanations,"U Ehsan, S Passi, QV Liao, L Chan, I Lee…",arXiv preprint arXiv … - arxiv.org,2021,https://arxiv.org/pdf/2107.13509
Opportunities and challenges in explainable artificial intelligence (xai): A survey,"A Das, P Rad",arXiv preprint arXiv:2006.11371 - arxiv.org,2020,https://arxiv.org/pdf/2006.11371
Explainable artificial intelligence: a comprehensive review,"D Minh, HX Wang, YF Li, TN Nguyen",Artificial Intelligence Review - Springer,2022,
Explainable AI for healthcare 5.0: opportunities and challenges,"D Saraswat, P Bhattacharya, A Verma, VK Prasad…",IEEE … - ieeexplore.ieee.org,2022,https://ieeexplore.ieee.org/iel7/6287639/6514899/09852458.pdf
Four principles of explainable artificial intelligence,Unknown,Unknown,Unknown,https://nvlpubs.nist.gov/nistpubs/ir/2021/NIST.IR.8312.pdf?trk=public_post_comment-text
A survey of the state of explainable AI for natural language processing,"M Danilevsky, K Qian, R Aharonov, Y Katsis…",arXiv preprint arXiv … - arxiv.org,2020,https://arxiv.org/pdf/2010.00711
A multidisciplinary survey and framework for design and evaluation of explainable AI systems,"S Mohseni, N Zarei, ED Ragan",ACM Transactions on Interactive … - dl.acm.org,2021,https://dl.acm.org/doi/pdf/10.1145/3387166
Explainable AI: From black box to glass box,A Rai,Journal of the Academy of Marketing Science - Springer,2020,https://link.springer.com/content/pdf/10.1007/s11747-019-00710-5.pdf
Peeking inside the black-box: a survey on explainable artificial intelligence (XAI),"A Adadi, M Berrada",IEEE access - ieeexplore.ieee.org,2018,https://ieeexplore.ieee.org/iel7/6287639/6514899/08466590.pdf
"Toward human-understandable, explainable AI",H Hagras,Computer - ieeexplore.ieee.org,2018,https://repository.essex.ac.uk/27120/1/Towards%20Human%20Understandable%20Explainable%20AIv9.pdf
Notions of explainability and evaluation approaches for explainable artificial intelligence,"G Vilone, L Longo",Information Fusion - Elsevier,2021,https://www.sciencedirect.com/science/article/pii/S1566253521001093
A survey of data-driven and knowledge-aware explainable ai,"XH Li, CC Cao, Y Shi, W Bai, H Gao…",… on Knowledge and … - ieeexplore.ieee.org,2020,
A survey on explainable artificial intelligence (xai): Toward medical xai,"E Tjoa, C Guan",IEEE transactions on neural networks and … - ieeexplore.ieee.org,2020,https://ieeexplore.ieee.org/iel7/5962385/9591206/09233366.pdf
"Explainable AI: interpreting, explaining and visualizing deep learning",Unknown,Unknown,Unknown,
"The effects of explainability and causability on perception, trust, and acceptance: Implications for explainable AI",D Shin,International journal of human-computer studies - Elsevier,2021,https://www.academia.edu/download/66687074/IJHCS_2020_Explainability.pdf
Explainable artificial intelligence in education,"H Khosravi, SB Shum, G Chen, C Conati…",… : Artificial Intelligence - Elsevier,2022,https://www.sciencedirect.com/science/article/pii/S2666920X22000297
"From artificial intelligence to explainable artificial intelligence in industry 4.0: a survey on what, how, and where","I Ahmed, G Jeon, F Piccialli",IEEE Transactions on Industrial … - ieeexplore.ieee.org,2022,
Explainable artificial intelligence approaches: A survey,"SR Islam, W Eberle, SK Ghafoor, M Ahmed",arXiv preprint arXiv … - arxiv.org,2021,https://arxiv.org/pdf/2101.09429
Designing theory-driven user-centric explainable AI,"D Wang, Q Yang, A Abdul, BY Lim",… of the 2019 CHI conference on … - dl.acm.org,2019,http://www.brianlim.net/wordpress/wp-content/uploads/2019/01/chi2019-reasoned-xai-framework.pdf
From anecdotal evidence to quantitative evaluation methods: A systematic review on evaluating explainable ai,"M Nauta, J Trienes, S Pathak, E Nguyen…",ACM Computing … - dl.acm.org,2023,https://dl.acm.org/doi/pdf/10.1145/3583558
The role of explainable AI in the context of the AI Act,"C Panigutti, R Hamon, I Hupont…",Proceedings of the … - dl.acm.org,2023,https://dl.acm.org/doi/pdf/10.1145/3593013.3594069
Questioning the AI: informing design practices for explainable AI user experiences,"QV Liao, D Gruen, S Miller",Proceedings of the 2020 CHI conference on … - dl.acm.org,2020,https://arxiv.org/pdf/2001.02478
Drug discovery with explainable artificial intelligence,"J Jiménez-Luna, F Grisoni, G Schneider",Nature Machine Intelligence - nature.com,2020,https://www.nature.com/articles/s42256-020-00236-4.pdf
Reviewing the need for explainable artificial intelligence (xAI),"J Gerlings, A Shollo, I Constantiou",arXiv preprint arXiv:2012.01007 - arxiv.org,2020,https://arxiv.org/pdf/2012.01007
"Explainable artificial intelligence: Understanding, visualizing and interpreting deep learning models","W Samek, T Wiegand, KR Müller",arXiv preprint arXiv:1708.08296 - arxiv.org,2017,https://arxiv.org/pdf/1708.08296
"Explainable artificial intelligence: Concepts, applications, research challenges and visions","L Longo, R Goebel, F Lecue, P Kieseberg…",… -domain conference for … - Springer,2020,https://inria.hal.science/hal-03414756/document
The false hope of current approaches to explainable artificial intelligence in health care,"M Ghassemi, L Oakden-Rayner…",The Lancet Digital Health - thelancet.com,2021,https://www.thelancet.com/journals/landig/article/PIIS2589-7500(21)00208-9/fulltext?tpcc=nleyeonai
"Explainable AI, but explainable to whom? An exploratory case study of xAI in healthcare","J Gerlings, MS Jensen, A Shollo",… Artificial Intelligence in Healthcare: Vol … - Springer,2022,https://arxiv.org/pdf/2106.05568
Towards explainable AI planning as a service,"M Cashmore, A Collins, B Krarup, S Krivic…",arXiv preprint arXiv … - arxiv.org,2019,https://arxiv.org/pdf/1908.05059
Human-centered explainable ai (xai): From algorithms to user experiences,"QV Liao, KR Varshney",arXiv preprint arXiv:2110.10790 - arxiv.org,2021,https://arxiv.org/pdf/2110.10790
Introduction to explainable AI,"QV Liao, M Singh, Y Zhang, R Bellamy",… of the 2021 CHI conference on … - dl.acm.org,2021,
Explainable artificial intelligence: a systematic review,"G Vilone, L Longo",arXiv preprint arXiv:2006.00093 - arxiv.org,2020,https://arxiv.org/pdf/2006.00093
A review of taxonomies of explainable artificial intelligence (XAI) methods,T Speith,Proceedings of the 2022 ACM conference on fairness … - dl.acm.org,2022,https://dl.acm.org/doi/pdf/10.1145/3531146.3534639
The perils and pitfalls of explainable AI: Strategies for explaining algorithmic decision-making,"H de Bruijn, M Warnier, M Janssen",Government information quarterly - Elsevier,2022,https://www.sciencedirect.com/science/article/pii/S0740624X21001027
From” explainable ai” to” graspable ai”,"M Ghajargar, J Bardzell, AS Renner, PG Krogh…",Proceedings of the … - dl.acm.org,2021,https://www.diva-portal.org/smash/get/diva2:1556569/FULLTEXT01.pdf
On the role of knowledge graphs in explainable AI,F Lecue,Semantic Web - content.iospress.com,2020,https://dl.acm.org/doi/abs/10.3233/SW-190374
Why are we using black box models in AI when we don't need to? A lesson from an explainable AI competition,"C Rudin, J Radin",Harvard Data Science Review - assets.pubpub.org,2019,https://assets.pubpub.org/kue6w9vo/bf653b5a-bd93-4e2c-8a8a-bbadccee22e7.pdf
Applications of explainable artificial intelligence in diagnosis and surgery,"Y Zhang, Y Weng, J Lund",Diagnostics - mdpi.com,2022,https://www.mdpi.com/2075-4418/12/2/237/pdf
Explainable ai meets healthcare: A study on heart disease dataset,"D Dave, H Naik, S Singhal, P Patel",arXiv preprint arXiv:2011.03195 - arxiv.org,2020,https://arxiv.org/pdf/2011.03195
Omnixai: A library for explainable ai,"W Yang, H Le, T Laud, S Savarese, SCH Hoi",arXiv preprint arXiv … - arxiv.org,2022,https://arxiv.org/pdf/2206.01612
Building explainable artificial intelligence systems,"MG Core, HC Lane, M Van Lent, D Gomboc…",AAAI - cdn.aaai.org,2006,https://cdn.aaai.org/AAAI/2006/AAAI06-293.pdf
Automated rationale generation: a technique for explainable AI and its effects on human perceptions,"U Ehsan, P Tambwekar, L Chan, B Harrison…",Proceedings of the 24th … - dl.acm.org,2019,https://dl.acm.org/doi/pdf/10.1145/3301275.3302316
Feature relevance quantification in explainable AI: A causal problem,"D Janzing, L Minorics…",… on artificial intelligence … - proceedings.mlr.press,2020,http://proceedings.mlr.press/v108/janzing20a/janzing20a.pdf
Explainable ai and reinforcement learning—a systematic review of current approaches and trends,"L Wells, T Bednarz",Frontiers in artificial intelligence - frontiersin.org,2021,https://www.frontiersin.org/articles/10.3389/frai.2021.550030/pdf
Operationalizing human-centered perspectives in explainable AI,"U Ehsan, P Wintersberger, QV Liao, M Mara…",Extended abstracts of … - dl.acm.org,2021,https://ora.ox.ac.uk/objects/uuid:93f6c690-4a72-4cca-9b7c-784a55fa45fa/files/swh246t80b
"Survey on explainable AI: From approaches, limitations and applications aspects","W Yang, Y Wei, H Wei, Y Chen, G Huang, X Li…",Human-Centric … - Springer,2023,https://link.springer.com/content/pdf/10.1007/s44230-023-00038-y.pdf
Explainable artificial intelligence (XAI): concepts and challenges in healthcare,T Hulsen,AI - mdpi.com,2023,https://www.mdpi.com/2673-2688/4/3/34/pdf
Evaluating explainable AI: Which algorithmic explanations help users predict model behavior?,"P Hase, M Bansal",arXiv preprint arXiv:2005.01831 - arxiv.org,2020,https://arxiv.org/pdf/2005.01831
From blackbox to explainable AI in healthcare: existing tools and case studies,"PN Srinivasu, N Sandhya, RH Jhaveri…",Mobile Information … - Wiley Online Library,2022,https://onlinelibrary.wiley.com/doi/pdf/10.1155/2022/8167821
Explainable ai for software engineering,CK Tantithamthavorn…,2021 36th IEEE/ACM … - ieeexplore.ieee.org,2021,https://arxiv.org/pdf/2012.01614
"Explainable Artificial Intelligence (XAI) techniques for energy and power systems: Review, challenges and opportunities","R Machlev, L Heistrene, M Perl, KY Levy, J Belikov…",Energy and AI - Elsevier,2022,https://www.sciencedirect.com/science/article/pii/S2666546822000246
The four dimensions of contestable AI diagnostics-A patient-centric approach to explainable AI,"T Ploug, S Holm",Artificial Intelligence in Medicine - Elsevier,2020,https://www.sciencedirect.com/science/article/pii/S0933365720301330
Explainable AI with python,Unknown,Unknown,Unknown,
A survey of explainable AI terminology,"MA Clinciu, HF Hastie",… for Explainable Artificial Intelligence … - research.ed.ac.uk,2019,https://www.research.ed.ac.uk/files/370141683/A_Survey_of_CLINCIU_DOA01102019_VOR_CC_BY.pdf
Quod erat demonstrandum?-Towards a typology of the concept of explanation for the design of explainable AI,"F Cabitza, A Campagner, G Malgieri, C Natali…",Expert systems with … - Elsevier,2023,https://www.sciencedirect.com/science/article/pii/S0957417422019066
A survey on explainable artificial intelligence techniques and challenges,"A Hanif, X Zhang, S Wood",2021 IEEE 25th international … - ieeexplore.ieee.org,2021,
Towards relatable explainable AI with the perceptual process,"W Zhang, BY Lim",Proceedings of the 2022 CHI Conference on Human … - dl.acm.org,2022,https://dl.acm.org/doi/pdf/10.1145/3491102.3501826
"Recent advances in trustworthy explainable artificial intelligence: Status, challenges, and perspectives","A Rawal, J McCoy, DB Rawat…",… Artificial Intelligence - ieeexplore.ieee.org,2021,https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.17054396.v1
"What Do People Really Want When They Say They Want"" Explainable AI?"" We Asked 60 Stakeholders.",A Brennen,Extended abstracts of the 2020 CHI conference on … - dl.acm.org,2020,
XAITK: The explainable AI toolkit,"B Hu, P Tunison, B Vasu, N Menon, R Collins…",Applied AI … - Wiley Online Library,2021,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ail2.40
Proxy tasks and subjective measures can be misleading in evaluating explainable AI systems,"Z Buçinca, P Lin, KZ Gajos, EL Glassman",Proceedings of the 25th … - dl.acm.org,2020,https://arxiv.org/pdf/2001.08298
Explainable AI in industry: Practical challenges and lessons learned,"K Gade, S Geyik, K Kenthapadi, V Mithal…",… Proceedings of the Web … - dl.acm.org,2020,
Better metrics for evaluating explainable artificial intelligence,A Rosenfeld,Proceedings of the 20th international conference … - researchgate.net,2021,https://www.researchgate.net/profile/Avi-Rosenfeld/publication/349111351_Better_Metrics_for_Evaluating_Explainable_Artificial_Intelligence_Blue_Sky_Ideas_Track/links/6021333a92851c4ed5580e7e/Better-Metrics-for-Evaluating-Explainable-Artificial-Intelligence-Blue-Sky-Ideas-Track.pdf
Application of explainable artificial intelligence for healthcare: A systematic review of the last decade (2011–2022),"HW Loh, CP Ooi, S Seoni, PD Barua, F Molinari…",Computer Methods and … - Elsevier,2022,https://www.sciencedirect.com/science/article/am/pii/S0169260722005429
Explainable artificial intelligence for predictive modeling in healthcare,CC Yang,Journal of healthcare informatics research - Springer,2022,https://link.springer.com/content/pdf/10.1007/s41666-022-00114-1.pdf
The judicial demand for explainable artificial intelligence,A Deeks,Columbia Law Review - JSTOR,2019,https://www.columbialawreview.org/wp-content/uploads/2019/11/Deeks-Judical_Demand_for_Explainable_AI.pdf
"I think i get your point, AI! the illusion of explanatory depth in explainable AI","M Chromik, M Eiband, F Buchner, A Krüger…",Proceedings of the 26th … - dl.acm.org,2021,https://www.medien.ifi.lmu.de/pubdb/publications/pub/chromik2021iui/chromik2021iui.pdf
Explanation matters: An experimental study on explainable AI,"P Hamm, M Klesel, P Coberger, HF Wittmann",Electronic Markets - Springer,2023,https://link.springer.com/content/pdf/10.1007/s12525-023-00640-9.pdf
Explainable ai,"VC Storey, R Lukyanenko, W Maass…",Communications of the … - dl.acm.org,2022,https://dl.acm.org/doi/pdf/10.1145/3490699
"Explainable artificial intelligence: objectives, stakeholders, and future research opportunities","C Meske, E Bunde, J Schneider…",Information Systems … - Taylor & Francis,2022,https://www.tandfonline.com/doi/pdf/10.1080/10580530.2020.1849465
Explainable AI and multi-modal causability in medicine,A Holzinger,i-com - degruyter.com,2021,https://www.degruyter.com/document/doi/10.1515/icom-2020-0024/pdf
Defining explainable AI for requirements analysis,"R Sheh, I Monteath",KI-Künstliche Intelligenz - Springer,2018,
Explainable artificial intelligence for education and training,"K Fiok, FV Farahani, W Karwowski…",The Journal of … - journals.sagepub.com,2022,https://www.researchgate.net/profile/Krzysztof-Fiok-2/publication/353200175_Explainable_artificial_intelligence_for_education_and_training/links/60f5368a16f9f3130092f44a/Explainable-artificial-intelligence-for-education-and-training.pdf
Xai handbook: towards a unified framework for explainable AI,"S Palacio, A Lucieri, M Munir…",Proceedings of the … - openaccess.thecvf.com,2021,https://openaccess.thecvf.com/content/ICCV2021W/RPRMI/papers/Palacio_XAI_Handbook_Towards_a_Unified_Framework_for_Explainable_AI_ICCVW_2021_paper.pdf
A systematic review of explainable artificial intelligence in terms of different application domains and tasks,"MR Islam, MU Ahmed, S Barua, S Begum",Applied Sciences - mdpi.com,2022,https://www.mdpi.com/2076-3417/12/3/1353/pdf
Why we do need explainable ai for healthcare,"G Cinà, T Röber, R Goedhart, I Birbil",arXiv preprint arXiv:2206.15363 - arxiv.org,2022,https://arxiv.org/pdf/2206.15363
"Understanding, idealization, and explainable AI",W Fleisher,Episteme - cambridge.org,2022,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/635566D3074E7F300EEAC746BA7249E4/S1742360022000399a.pdf/understanding_idealization_and_explainable_ai.pdf
"A review on explainable artificial intelligence for healthcare: why, how, and when?","S Bharati, MRH Mondal…",… on Artificial Intelligence - ieeexplore.ieee.org,2023,https://arxiv.org/pdf/2304.04780
Explainable AI (xAI) for anatomic pathology,"AB Tosun, F Pullara, MJ Becich, DL Taylor…",Advances in … - journals.lww.com,2020,https://predxbio.com/wp-content/uploads/2022/07/AdvAnatomicPathology_2020.pdf
Explainable AI in fintech risk management,"N Bussmann, P Giudici, D Marinelli…",… in Artificial Intelligence - frontiersin.org,2020,https://www.frontiersin.org/articles/10.3389/frai.2020.00026/pdf
Can explainable AI explain unfairness? A framework for evaluating explainable AI,"K Alikhademi, B Richardson, E Drobina…",arXiv preprint arXiv … - arxiv.org,2021,https://arxiv.org/pdf/2106.07483
The pragmatic turn in explainable artificial intelligence (XAI),A Páez,Minds and Machines - Springer,2019,https://arxiv.org/pdf/2002.09595
Explainable Artificial Intelligence (XAI): What we know and what is left to attain Trustworthy Artificial Intelligence,"S Ali, T Abuhmed, S El-Sappagh, K Muhammad…",Information fusion - Elsevier,2023,https://www.sciencedirect.com/science/article/pii/S1566253523001148
"Explainable ai for bioinformatics: Methods, tools and applications","MR Karim, T Islam, M Shajalal, O Beyan…",Briefings in … - academic.oup.com,2023,https://arxiv.org/pdf/2212.13261
Data quality and explainable AI,"L Bertossi, F Geerts",Journal of Data and Information Quality (JDIQ) - dl.acm.org,2020,https://repository.uantwerpen.be/docstore/d:irua:2259
A systematic review of Explainable Artificial Intelligence models and applications: Recent developments and future trends,"A Saranya, R Subhashini",Decision analytics journal - Elsevier,2023,https://www.sciencedirect.com/science/article/pii/S277266222300070X
Does explainable artificial intelligence improve human decision-making?,"Y Alufaisan, LR Marusich, JZ Bakdash…",… on Artificial Intelligence - ojs.aaai.org,2021,https://ojs.aaai.org/index.php/AAAI/article/download/16819/16626
Explainable ai (xai): Explained,"GP Reddy, YVP Kumar",2023 IEEE Open Conference of … - ieeexplore.ieee.org,2023,
Expl (AI) n it to me–explainable AI and information systems research,"K Bauer, O Hinz, W van der Aalst…",Business & Information … - Springer,2021,https://link.springer.com/content/pdf/10.1007/s12599-021-00683-2.pdf
Explainable AI: Beware of inmates running the asylum or: How I learnt to stop worrying and love the social and behavioural sciences,"T Miller, P Howe, L Sonenberg",arXiv preprint arXiv:1712.00547 - arxiv.org,2017,https://arxiv.org/pdf/1712.00547
Human-centered explainable ai: Towards a reflective sociotechnical approach,"U Ehsan, MO Riedl",HCI International 2020-Late Breaking Papers … - Springer,2020,https://arxiv.org/pdf/2002.01092
"Explanation in human-AI systems: A literature meta-review, synopsis of key ideas and publications, and bibliography for explainable AI","ST Mueller, RR Hoffman, W Clancey, A Emrey…",arXiv preprint arXiv … - arxiv.org,2019,https://arxiv.org/pdf/1902.01876
Human-Centered Explainable AI (HCXAI): beyond opening the black-box of AI,"U Ehsan, P Wintersberger, QV Liao…",CHI conference on … - dl.acm.org,2022,https://dl.acm.org/doi/pdf/10.1145/3491101.3503727
What do we want from Explainable Artificial Intelligence (XAI)?–A stakeholder perspective on XAI and a conceptual model guiding interdisciplinary XAI research,"M Langer, D Oster, T Speith, H Hermanns, L Kästner…",Artificial Intelligence - Elsevier,2021,https://arxiv.org/pdf/2102.07817
Explainable AI for the arts: XAIxArts,"N Bryan-Kinns, C Ford, A Chamberlain…",Proceedings of the 15th … - dl.acm.org,2023,https://drive.google.com/file/d/1QTcw-siO5Kn4rsxc6dKnIzrXvHFpoaXG/view
Connecting algorithmic research and usage contexts: a perspective of contextualized evaluation for explainable AI,"QV Liao, Y Zhang, R Luss, F Doshi-Velez…",Proceedings of the … - ojs.aaai.org,2022,https://ojs.aaai.org/index.php/HCOMP/article/download/21995/21771
Explainable artificial intelligence (XAI): An engineering perspective,"F Hussain, R Hussain, E Hossain",arXiv preprint arXiv:2101.03613 - arxiv.org,2021,https://arxiv.org/pdf/2101.03613
Solving the black box problem: A normative framework for explainable artificial intelligence,C Zednik,Philosophy & technology - Springer,2021,https://arxiv.org/pdf/1903.04361
The role of human knowledge in explainable AI,"A Tocchetti, M Brambilla",Data - mdpi.com,2022,https://www.mdpi.com/2306-5729/7/7/93/pdf
A survey of visual analytics for explainable artificial intelligence methods,"G Alicioglu, B Sun",Computers & Graphics - Elsevier,2022,https://3dvar.com/Alicioglu2021A.pdf
Explaining explainable AI,M Hind,"XRDS: Crossroads, The ACM Magazine for Students - dl.acm.org",2019,
xxAI-beyond explainable artificial intelligence,"A Holzinger, R Goebel, R Fong, T Moon…",… Explainable AI Beyond … - Springer,2020,https://link.springer.com/content/pdf/10.1007/978-3-031-04083-2_1.pdf
Principles of explainable artificial intelligence,"R Guidotti, A Monreale, D Pedreschi…",Explainable AI Within the … - Springer,2021,
Explainable AI in credit risk management,"BH Misheva, J Osterrieder, A Hirsa, O Kulkarni…",arXiv preprint arXiv … - arxiv.org,2021,https://arxiv.org/pdf/2103.00949
Explainable artificial intelligence (XAI) in deep learning-based medical image analysis,"BHM Van der Velden, HJ Kuijf, KGA Gilhuijs…",Medical Image … - Elsevier,2022,https://www.sciencedirect.com/science/article/pii/S1361841522001177
Introducing uncertainty into explainable ai methods,"S Bobek, GJ Nalepa",International Conference on Computational Science - Springer,2021,https://www.iccs-meeting.org/archive/iccs2021/papers/127470424.pdf
Explainable AI for earth observation: A review including societal and regulatory perspectives,CM Gevaert,International Journal of Applied Earth Observation and … - Elsevier,2022,https://www.sciencedirect.com/science/article/pii/S1569843222000711
Explainable AI for COVID-19 CT classifiers: an initial comparison study,"Q Ye, J Xia, G Yang",2021 IEEE 34th international symposium … - ieeexplore.ieee.org,2021,https://arxiv.org/pdf/2104.14506
"Unbox the black-box for the medical explainable AI via multi-modal and multi-centre data fusion: A mini-review, two showcases and beyond","G Yang, Q Ye, J Xia",Information Fusion - Elsevier,2022,https://www.sciencedirect.com/science/article/pii/S1566253521001597
"Designing accessible, explainable AI (XAI) experiences","CT Wolf, KE Ringland",ACM SIGACCESS Accessibility and Computing - dl.acm.org,2020,http://www.sigaccess.org/newsletter/2019-10/wolf.html
Classification of explainable artificial intelligence methods through their output formats,"G Vilone, L Longo",Machine Learning and Knowledge Extraction - mdpi.com,2021,https://www.mdpi.com/2504-4990/3/3/32/pdf
"Explainable ai is dead, long live explainable ai! hypothesis-driven decision support using evaluative ai",T Miller,Proceedings of the 2023 ACM conference on fairness … - dl.acm.org,2023,https://arxiv.org/pdf/2302.12389
The intersection of evolutionary computation and explainable AI,"J Bacardit, AEI Brownlee, S Cagnoni, G Iacca…",Proceedings of the … - dl.acm.org,2022,https://rgu-repository.worktribe.com/preview/1839845/BACARDIT%202022%20The%20intersection%20of%20evolutionary%20%28AAM%29.pdf
On the influence of explainable AI on automation bias,"M Schemmer, N Kühl, C Benz, G Satzger",arXiv preprint arXiv:2204.08859 - arxiv.org,2022,https://arxiv.org/pdf/2204.08859
Explainable AI for designers: A human-centered perspective on mixed-initiative co-creation,"J Zhu, A Liapis, S Risi, R Bidarra…",… IEEE conference on … - ieeexplore.ieee.org,2018,https://pure.itu.dk/ws/files/83703474/zhu_cig18.pdf
An adversarial approach for explainable ai in intrusion detection systems,"DL Marino, CS Wickramasinghe…",IECON 2018-44th … - ieeexplore.ieee.org,2018,https://arxiv.org/pdf/1811.11705
Explainable artificial intelligence (xai) on timeseries data: A survey,"T Rojat, R Puget, D Filliat, J Del Ser, R Gelin…",arXiv preprint arXiv … - arxiv.org,2021,https://arxiv.org/pdf/2104.00950
"Counterfactuals and causability in explainable artificial intelligence: Theory, algorithms, and applications","YL Chou, C Moreira, P Bruza, C Ouyang, J Jorge",Information Fusion - Elsevier,2022,https://arxiv.org/pdf/2103.04244
